Date,Description,Amount
2024-03-07,Gym,55.52
2024-08-17,Grocery,-111.74
2024-07-24,Grocery,312.6
2024-07-20,"Online Store, Special",-104.19
2024-08-10,Grocery,-370.73
2024-09-28,Fuel,-71.07
2024-01-05,Utilities,-379.32
2024-04-20,"Utilities, Special",-381.73
2024-03-25,Grocery,-262.74
2024-01-15,Coffee Shop,-476.69
2024-05-14,Gym,-299.97
2024-08-23,Gym,196.11
2024-07-06,Online Store,74.48
2024-04-05,"Pharmacy, Special",123.28
2024-09-30,"Pharmacy, Special",363.04
2024-08-25,Gym,447.52
2024-05-31,Gym,-226.65
2024-11-18,Utilities,-456.16
2024-05-26,Streaming Service,-218.48
2024-05-26,Gym,-409.44
2024-10-12,Grocery,-379.22
2024-10-07,Utilities,129.25
2024-09-28,Online Store,338.97
2024-05-24,Gym,-93.86
2024-03-26,Utilities,-129.01
2024-03-04,RideShare,-447.67
2024-12-24,Pharmacy,-265.27
2024-07-28,Fuel,340.36
2024-06-07,Streaming Service,-52.36
2024-05-31,RideShare,-345.74
2024-08-03,"Pharmacy, Special",-303.26
2024-02-02,Gym,-472.83
2024-07-10,Online Store,-432.15
2024-04-27,Fuel,308.96
2024-06-10,Pharmacy,26.56
2024-10-19,Grocery,-320.76
2024-06-03,Fuel,90.73
2024-06-06,RideShare,-443.39
2024-07-11,Restaurant,-134.63
2024-02-19,Gym,487.51
2024-08-27,Utilities,222.68
2024-03-04,Utilities,-420.05
2024-11-25,Streaming Service,31.52
2024-08-10,Restaurant,-95.38
2024-04-19,Pharmacy,385.17
2024-10-10,Online Store,-177.73
2024-11-06,RideShare,170.55
2024-08-23,Pharmacy,-493.08
2024-12-17,"RideShare, Special",-314.26
2024-05-04,RideShare,301.29
2024-02-15,Streaming Service,355.54
2024-11-24,Fuel,-336.06
2024-11-04,Gym,-258.1
2024-04-07,Coffee Shop,103.7
2024-09-02,Online Store,-366.74
2024-10-16,Pharmacy,-460.08
2024-10-14,Coffee Shop,263.09
2024-07-21,RideShare,359.47
2024-11-30,Coffee Shop,-60.7
2024-05-01,Utilities,-340.55
2024-09-30,Gym,-453.27
2024-05-02,"Coffee Shop, Special",-406.08
2024-12-18,Grocery,116.85
2024-04-26,Coffee Shop,-206.66
2024-04-18,Restaurant,-429.4
2024-10-29,Streaming Service,108.11
2024-12-10,RideShare,-178.92
2024-02-13,Gym,190.04
2024-03-05,Pharmacy,425.98
2024-06-14,Pharmacy,109.35
2024-02-05,Online Store,-278.86
2024-01-16,Grocery,-106.65
2024-05-25,Online Store,-345.27
2024-08-09,Coffee Shop,-7.24
2024-08-27,RideShare,439.23
2024-07-31,Streaming Service,-466.23
2024-07-22,Pharmacy,230.11
2024-01-15,"RideShare, Special",58.51
2024-01-27,Online Store,-465.45
2024-11-10,Gym,3.42
2024-06-04,Coffee Shop,-415.19
2024-01-20,RideShare,-202.49
2024-01-28,Coffee Shop,-229.75
2024-12-11,Pharmacy,258.61
2024-09-16,Coffee Shop,-79.75
2024-07-09,Utilities,341.86
2024-08-08,"Coffee Shop, Special",-459.99
2024-12-27,Pharmacy,8.36
2024-07-01,Pharmacy,295.46
2024-07-29,Fuel,-52.18
2024-06-10,Utilities,86.2
2024-02-23,Streaming Service,480.94
2024-12-23,Utilities,248.56
2024-10-04,Restaurant,98.16
2024-02-09,Restaurant,206.07
2024-08-06,Grocery,120.22
2024-06-10,"Gym, Special",-217.9
2024-12-25,Online Store,-83.05
2024-08-11,Restaurant,-368.21
2024-04-23,Utilities,-118.99
2024-03-07,Fuel,48.05
2024-12-26,Streaming Service,-425.37
2024-02-23,Gym,62.38
2024-06-22,Online Store,-495.92
2024-02-07,Coffee Shop,-63.06
2024-12-23,Coffee Shop,-306.89
2024-10-29,Streaming Service,-195.81
2024-09-11,Restaurant,389.5
2024-11-22,Coffee Shop,215.13
2024-09-15,RideShare,13.39
2024-09-13,Streaming Service,465.19
2024-04-14,RideShare,46.04
2024-09-04,Grocery,46.66
2024-05-28,Fuel,-450.52
2024-12-23,Fuel,-300.07
2024-05-10,Utilities,-99.19
2024-08-27,Utilities,472.47
2024-05-18,"Pharmacy, Special",179.45
2024-09-20,Pharmacy,123.53
2024-10-17,Pharmacy,178.27
2024-05-03,Grocery,358.08
2024-08-15,Coffee Shop,303.98
2024-01-26,Streaming Service,380.06
2024-08-01,Fuel,-367.59
2024-02-20,Pharmacy,400.87
2024-08-18,Streaming Service,-222.22
2024-09-12,Streaming Service,-177.53
2024-07-02,RideShare,491.2
2024-03-29,Restaurant,-225.4
2024-01-04,Grocery,-53.59
2024-09-23,Pharmacy,355.84
2024-05-29,Grocery,-85.28
2024-06-29,Restaurant,-346.09
2024-05-11,Restaurant,269.84
2024-10-28,Utilities,-203.89
2024-03-14,Online Store,-93.46
2024-09-30,"Pharmacy, Special",275.53
2024-06-11,RideShare,230.19
2024-08-19,Grocery,-91.79
2024-01-24,Utilities,436.61
2024-03-19,Online Store,-88.79
2024-03-29,Grocery,-167.22
2024-01-25,Streaming Service,34.67
2024-01-16,Utilities,-222.02
2024-02-05,Online Store,78.39
2024-10-25,Pharmacy,323.67
2024-08-31,Utilities,344.63
2024-10-21,RideShare,-227.26
2024-03-19,Streaming Service,-290.26
2024-07-18,Utilities,-486.82
2024-06-11,Grocery,-146.06
2024-07-12,RideShare,9.44
2024-01-08,Utilities,140.22
2024-04-24,Utilities,-481.16
2024-06-21,Utilities,261.27
2024-01-24,Coffee Shop,-67.8
2024-03-27,Utilities,-352.86
2024-01-23,Online Store,-146.23
2024-09-28,Utilities,-360.09
2024-09-23,Restaurant,371.0
2024-08-27,Online Store,-346.44
2024-04-26,Fuel,-59.98
2024-08-23,RideShare,-63.21
2024-07-04,Utilities,448.62
2024-12-02,Restaurant,399.35
2024-05-16,Streaming Service,-298.53
2024-09-13,Streaming Service,-370.86
2024-11-06,Gym,20.0
2024-07-21,Streaming Service,-223.55
2024-10-19,Pharmacy,146.7
2024-04-22,Coffee Shop,-70.64
2024-11-25,Gym,-123.26
2024-11-14,Restaurant,-80.01
2024-09-03,Restaurant,-290.21
2024-08-15,Online Store,-116.05
2024-04-03,Utilities,466.61
2024-12-14,Fuel,481.73
2024-09-28,Fuel,0.65
2024-05-30,Coffee Shop,323.33
2024-06-23,Utilities,122.86
2024-10-30,Grocery,427.85
2024-04-30,Coffee Shop,-355.59
2024-11-30,RideShare,124.67
2024-10-23,Grocery,383.9
2024-04-26,RideShare,73.21
2024-01-19,Pharmacy,-227.27
2024-12-31,Streaming Service,-51.98
2024-12-09,Streaming Service,-33.98
2024-08-16,Utilities,-240.51
2024-11-17,RideShare,-186.04
2024-04-13,Utilities,488.83
2024-10-05,Streaming Service,-460.21
2024-08-19,Online Store,-433.69
2024-10-25,Fuel,102.53
2024-10-12,Utilities,9.93
2024-11-07,Pharmacy,326.77
2024-04-17,Streaming Service,11.73
2024-07-29,Online Store,361.24
2024-01-09,RideShare,-349.06
2024-10-30,Pharmacy,-319.59
2024-11-19,"Utilities, Special",349.72
2024-02-15,Streaming Service,46.82
2024-03-20,Utilities,40.02
2024-11-25,Pharmacy,284.14
2024-02-20,Streaming Service,315.48
2024-01-14,"RideShare, Special",-98.21
2024-11-01,Grocery,-452.92
2024-10-27,Coffee Shop,279.34
2024-10-28,Streaming Service,53.28
2024-04-28,Online Store,206.44
2024-12-05,Pharmacy,107.47
2024-08-20,Grocery,-183.82
2024-08-03,RideShare,11.03
2024-07-30,Streaming Service,365.03
2024-04-07,Gym,-53.91
2024-09-06,RideShare,-398.44
2024-03-28,Online Store,-170.73
2024-11-19,Grocery,267.63
2024-08-13,Grocery,143.71
2024-09-25,RideShare,175.5
2024-04-23,Streaming Service,322.17
2024-05-14,Grocery,481.86
2024-10-02,Online Store,-423.65
2024-02-02,Restaurant,450.97
2024-11-29,Fuel,436.21
2024-11-27,Gym,-301.55
2024-10-01,RideShare,127.79
2024-07-20,Streaming Service,243.65
2024-10-25,RideShare,-49.67
2024-08-16,Streaming Service,382.48
2024-04-28,Restaurant,127.56
2024-07-01,Pharmacy,-236.6
2024-08-30,Utilities,-475.26
2024-04-28,Pharmacy,-72.73
2024-06-01,Grocery,-282.07
2024-03-09,Utilities,-281.37
2024-09-12,Streaming Service,368.6
2024-06-30,Utilities,-133.95
2024-12-27,Coffee Shop,203.3
2024-03-16,RideShare,9.04
2024-10-13,Online Store,-363.29
2024-02-15,Gym,421.77
2024-12-04,Restaurant,495.93
2024-04-26,Online Store,-409.53
2024-07-09,Fuel,126.83
2024-05-10,Streaming Service,-67.14
2024-07-18,Grocery,410.38
2024-06-02,Restaurant,346.56
2024-12-29,Restaurant,227.16
2024-06-25,Utilities,-216.56
2024-02-12,RideShare,431.89
2024-11-08,Fuel,-58.05
2024-06-21,Grocery,397.56
2024-02-09,Streaming Service,-95.51
2024-10-09,Fuel,442.79
2024-02-20,Online Store,-200.15
2024-05-20,RideShare,389.36
2024-12-27,Utilities,62.45
2024-12-21,RideShare,-212.2
2024-03-06,Utilities,359.43
2024-10-01,Pharmacy,136.92
2024-05-03,Online Store,-471.33
2024-03-18,Pharmacy,134.41
2024-01-16,Utilities,85.14
2024-12-28,Coffee Shop,390.69
2024-07-31,Pharmacy,-376.89
2024-07-12,Pharmacy,452.55
2024-01-01,Coffee Shop,246.61
2024-05-03,Restaurant,450.13
2024-01-17,Coffee Shop,338.29
2024-03-09,Online Store,88.38
2024-01-21,Fuel,-291.24
2024-08-12,Pharmacy,391.1
2024-09-06,Gym,-483.85
2024-08-30,RideShare,-172.6
2024-11-21,Restaurant,-96.39
2024-05-20,"Restaurant, Special",-335.8
2024-05-05,Gym,-195.95
2024-07-21,Gym,-192.83
2024-07-11,Grocery,-116.27
2024-09-07,Coffee Shop,-433.52
2024-10-26,Gym,142.85
2024-11-09,Gym,257.93
2024-11-23,Coffee Shop,-61.33
2024-05-14,Fuel,-455.02
2024-04-20,Streaming Service,472.8
2024-06-20,Gym,222.01
2024-04-16,Restaurant,425.36
2024-05-10,Streaming Service,-359.32
2024-09-30,Streaming Service,-499.21
2024-08-28,Online Store,-433.9
2024-07-03,Restaurant,238.94
2024-02-12,Gym,-207.59
2024-04-11,Coffee Shop,-385.54
2024-12-22,Utilities,17.06
2024-10-28,Gym,-365.99
2024-12-18,Grocery,83.16
2024-05-26,Online Store,150.63
2024-08-05,Fuel,-448.23
2024-09-27,Gym,-440.23
2024-12-22,Streaming Service,-256.79
2024-06-08,Online Store,-175.43
2024-02-03,Restaurant,-18.62
2024-07-30,Coffee Shop,445.29
2024-01-08,RideShare,-422.38
2024-08-21,"Fuel, Special",171.39
2024-11-19,Streaming Service,-198.81
2024-06-18,RideShare,-93.45
2024-10-07,Grocery,-72.19
2024-10-23,Online Store,308.64
2024-02-06,Gym,-320.79
2024-04-10,Grocery,-447.21
2024-04-09,Grocery,2.2
2024-06-20,Gym,-481.13
2024-06-16,Coffee Shop,240.9
2024-02-19,Restaurant,-472.69
2024-07-28,"RideShare, Special",-184.96
2024-05-11,Gym,66.39
2024-01-10,Fuel,-98.2
2024-05-07,Online Store,19.31
2024-03-06,Coffee Shop,-222.12
2024-01-17,Gym,477.32
2024-03-07,Coffee Shop,-452.81
2024-07-12,Coffee Shop,-404.39
2024-12-05,Utilities,350.34
2024-02-28,Online Store,-193.25
2024-04-24,Utilities,-272.18
2024-03-30,Gym,-121.17
2024-02-29,Online Store,232.94
2024-05-10,Gym,-88.28
2024-05-25,Gym,-195.72
2024-09-13,Pharmacy,304.16
2024-11-08,RideShare,-495.02
2024-05-15,Utilities,-70.6
2024-05-17,Coffee Shop,229.68
2024-10-25,Gym,250.35
2024-11-21,RideShare,366.97
2024-05-04,Restaurant,50.15
2024-11-16,Gym,-28.1
2024-04-28,Gym,274.4
2024-06-20,Coffee Shop,481.84
2024-07-25,Gym,62.72
2024-02-03,Restaurant,397.23
2024-03-21,Gym,372.34
2024-09-18,Grocery,-83.44
2024-06-02,Fuel,282.76
2024-07-08,Online Store,349.0
2024-12-23,Gym,378.16
2024-05-18,Pharmacy,-182.22
2024-04-29,Gym,80.56
2024-12-18,Pharmacy,133.79
2024-10-22,Streaming Service,247.94
2024-03-19,Restaurant,410.78
2024-07-17,RideShare,-349.27
2024-02-22,Gym,-343.35
2024-08-22,Pharmacy,244.95
2024-10-07,Online Store,-287.5
2024-12-03,Restaurant,-171.48
2024-08-07,Online Store,-473.87
2024-02-21,Pharmacy,-352.89
2024-10-16,RideShare,-263.64
2024-11-07,Streaming Service,-422.84
2024-02-19,Gym,173.81
2024-09-13,Fuel,396.94
2024-09-20,Online Store,-411.62
2024-05-05,Grocery,-291.78
2024-03-07,Pharmacy,191.13
2024-01-03,Fuel,113.54
2024-09-03,Streaming Service,-480.9
2024-03-12,Pharmacy,73.84
2024-03-01,Coffee Shop,479.05
2024-07-22,Online Store,-202.15
2024-08-14,Pharmacy,142.44
2024-03-14,Utilities,132.83
2024-07-17,Restaurant,-94.54
2024-04-07,Utilities,-361.31
2024-10-26,Utilities,-199.42
2024-04-20,Pharmacy,-237.74
2024-12-06,Fuel,-390.16
2024-11-24,Pharmacy,-116.73
2024-05-29,Utilities,120.42
2024-08-19,Grocery,389.01
2024-04-24,Online Store,100.08
2024-01-17,Fuel,-392.56
2024-06-28,"Utilities, Special",-98.65
2024-05-06,Utilities,231.38
2024-01-18,Fuel,-268.38
2024-05-19,Online Store,165.88
2024-09-03,Online Store,-226.37
2024-02-21,"Restaurant, Special",63.35
2024-12-19,Restaurant,-437.92
2024-02-06,Pharmacy,-283.49
2024-02-07,Restaurant,-408.86
2024-07-24,Grocery,78.34
2024-12-29,Utilities,-416.96
2024-01-13,Grocery,156.16
2024-03-23,Grocery,61.82
2024-08-01,Pharmacy,-95.8
2024-10-05,Grocery,-427.65
2024-11-13,"Utilities, Special",-208.02
2024-03-03,Online Store,395.32
2024-06-17,Restaurant,388.16
2024-01-31,Online Store,-425.31
2024-02-01,RideShare,171.3
2024-09-05,Utilities,420.78
2024-07-14,Grocery,287.2
2024-02-20,Fuel,-383.99
2024-03-10,Fuel,-190.56
2024-01-09,Coffee Shop,-36.07
2024-01-03,Coffee Shop,20.75
2024-12-01,Fuel,-380.77
2024-09-30,RideShare,-200.93
2024-03-10,RideShare,-424.92
2024-11-07,Online Store,-23.56
2024-09-18,Gym,-205.44
2024-08-07,Online Store,-261.16
2024-02-10,Grocery,-0.68
2024-11-10,Fuel,-121.05
2024-10-22,Restaurant,141.42
2024-03-01,Gym,-452.11
2024-12-29,Online Store,-164.48
2024-06-18,Grocery,163.46
2024-12-04,Coffee Shop,-93.48
2024-05-09,Gym,498.34
2024-03-30,RideShare,393.42
2024-01-02,Coffee Shop,-217.0
2024-02-03,RideShare,97.21
2024-11-10,Restaurant,414.9
2024-07-02,Pharmacy,-217.67
2024-10-18,Utilities,-441.65
2024-07-08,Fuel,128.67
2024-06-23,Pharmacy,439.08
2024-07-24,Online Store,278.3
2024-05-31,Coffee Shop,-315.77
2024-11-22,Fuel,-110.28
2024-03-09,Gym,-474.11
2024-07-14,Grocery,163.34
2024-02-12,Restaurant,153.91
2024-05-20,Fuel,-494.91
2024-07-12,Streaming Service,461.02
2024-04-02,"Restaurant, Special",200.43
2024-08-15,Fuel,-496.57
2024-11-22,Pharmacy,99.51
2024-12-10,Restaurant,304.21
2024-02-21,RideShare,-359.28
2024-08-29,Pharmacy,1.5
2024-02-26,Fuel,292.74
2024-03-23,Coffee Shop,52.21
2024-04-02,Coffee Shop,-216.09
2024-10-01,Restaurant,366.33
2024-09-26,Online Store,106.0
2024-10-31,"Restaurant, Special",-227.08
2024-01-20,Streaming Service,105.34
2024-02-29,Online Store,281.76
2024-12-26,Fuel,-152.97
2024-01-16,Gym,467.18
2024-08-14,Coffee Shop,143.13
2024-10-30,Coffee Shop,-492.34
2024-08-11,Restaurant,200.21
2024-12-06,Gym,56.52
2024-01-21,Utilities,24.19
2024-01-15,Coffee Shop,-482.81
2024-02-07,Grocery,-397.67
2024-05-27,Gym,-422.8
2024-06-19,Coffee Shop,10.54
2024-02-18,Restaurant,55.67
2024-08-20,Restaurant,128.81
2024-10-08,Grocery,141.56
2024-12-11,Streaming Service,-276.73
2024-07-16,Online Store,-2.28
2024-10-13,Grocery,-272.66
2024-10-12,Utilities,167.63
2024-02-19,Online Store,120.57
2024-08-15,Restaurant,403.86
2024-07-25,Utilities,-181.06
2024-06-18,Streaming Service,-155.52
2024-09-09,Gym,-193.94
2024-01-11,Streaming Service,-313.43
2024-01-01,Pharmacy,-70.07
2024-11-22,Grocery,-140.71
2024-03-19,Streaming Service,43.22
2024-01-08,Pharmacy,-451.53
2024-06-18,Pharmacy,-266.47
2024-05-19,Gym,-456.77
2024-07-23,Gym,-85.63
2024-04-24,Pharmacy,-430.89
2024-10-27,Streaming Service,-142.29
2024-11-21,Grocery,-305.55
2024-07-23,Utilities,140.15
2024-07-22,Restaurant,-40.17
2024-09-12,Coffee Shop,376.44
2024-01-05,Streaming Service,-315.81
2024-03-13,Restaurant,-198.52
2024-01-03,Grocery,-45.63
2024-03-05,Restaurant,-169.01
2024-05-06,Pharmacy,-172.37
2024-06-22,Gym,345.84
2024-10-26,Grocery,334.1
2024-10-15,"Pharmacy, Special",-222.45
2024-07-07,RideShare,496.75
2024-04-19,Online Store,120.58
2024-06-22,Utilities,-318.72
2024-04-23,Fuel,37.82
2024-03-12,Streaming Service,-453.91
2024-01-11,Coffee Shop,-107.69
2024-12-19,Utilities,-57.38
2024-02-20,RideShare,-343.03
2024-03-12,"Coffee Shop, Special",-412.99
2024-08-25,Streaming Service,-323.17
2024-03-02,Gym,90.34
2024-07-26,Pharmacy,-25.16
2024-01-03,Pharmacy,-373.8
2024-06-30,Grocery,-378.89
2024-04-28,Utilities,-454.84
2024-09-29,"Gym, Special",-348.78
2024-08-02,Fuel,-451.25
2024-10-22,Online Store,-288.35
2024-11-12,Online Store,-12.79
2024-11-05,"Grocery, Special",146.13
2024-04-04,Utilities,-69.71
2024-07-11,Coffee Shop,-159.49
2024-12-12,Restaurant,-436.01
2024-07-07,Gym,-190.9
2024-08-18,Utilities,311.9
2024-03-14,"Online Store, Special",293.92
2024-06-25,Online Store,-265.67
2024-07-16,RideShare,281.84
2024-02-08,Restaurant,-210.37
2024-05-27,Online Store,282.37
2024-03-01,Utilities,256.94
2024-04-10,Utilities,-395.59
2024-02-11,RideShare,-72.09
2024-08-03,Pharmacy,-155.4
2024-12-03,RideShare,259.67
2024-02-04,"Coffee Shop, Special",75.5
2024-10-10,Fuel,148.0
2024-09-01,Streaming Service,162.18
2024-11-15,Grocery,-254.09
2024-12-11,Fuel,126.06
2024-12-14,"RideShare, Special",129.2
2024-09-01,Pharmacy,-253.93
2024-03-18,Online Store,-376.9
2024-07-01,Utilities,369.0
2024-07-12,Streaming Service,147.12
2024-07-07,Pharmacy,-2.02
2024-02-12,Restaurant,106.27
2024-04-08,"Grocery, Special",438.96
2024-05-05,RideShare,272.91
2024-05-05,Utilities,64.6
2024-12-22,Coffee Shop,203.04
2024-02-07,Online Store,-62.65
2024-11-02,Streaming Service,-120.01
2024-04-16,Coffee Shop,254.97
2024-10-01,Restaurant,159.11
2024-04-13,RideShare,70.12
2024-06-23,Online Store,-360.54
2024-02-18,Fuel,167.3
2024-01-16,Pharmacy,-336.33
2024-08-07,Pharmacy,-68.92
2024-04-22,Gym,-355.5
2024-04-03,Restaurant,-154.57
2024-05-07,RideShare,-134.57
2024-07-19,Gym,-114.1
2024-08-28,Pharmacy,-58.71
2024-05-30,Utilities,-335.31
2024-10-22,Restaurant,330.46
2024-01-12,Restaurant,-361.91
2024-01-03,Pharmacy,470.69
2024-08-02,Gym,428.81
2024-02-26,Coffee Shop,-445.76
2024-08-03,Coffee Shop,375.82
2024-12-30,RideShare,444.66
2024-06-12,Grocery,84.31
2024-04-20,Restaurant,-230.71
2024-03-11,Fuel,-389.75
2024-08-11,Gym,-313.95
2024-04-10,Restaurant,-38.53
2024-12-19,Grocery,-155.11
2024-09-09,Utilities,377.22
2024-07-10,Fuel,-208.69
2024-12-01,Grocery,-296.39
2024-11-28,Utilities,-406.39
2024-08-19,Streaming Service,446.83
2024-03-14,Online Store,145.11
2024-03-20,Grocery,198.72
2024-05-18,Gym,422.53
2024-09-06,Pharmacy,-54.73
2024-07-21,Online Store,-280.29
2024-03-12,Streaming Service,-495.66
2024-02-04,Coffee Shop,325.44
2024-01-14,Grocery,220.04
2024-09-22,Restaurant,-231.58
2024-07-17,Restaurant,369.68
2024-04-14,Online Store,-287.48
2024-08-19,Utilities,447.0
2024-09-17,Coffee Shop,191.34
2024-11-05,Pharmacy,240.07
2024-02-13,Online Store,351.82
2024-11-23,Restaurant,-213.96
2024-08-10,Utilities,62.29
2024-07-08,Pharmacy,215.19
2024-01-27,Fuel,-354.43
2024-11-14,Gym,-406.42
2024-10-15,Online Store,324.87
2024-01-01,Fuel,-168.2
2024-07-19,Fuel,287.08
2024-09-28,Grocery,-451.21
2024-09-25,Streaming Service,257.33
2024-01-19,Restaurant,-431.86
2024-05-24,Grocery,-436.13
2024-07-26,Pharmacy,-160.07
2024-12-17,Online Store,-309.07
2024-11-20,Fuel,145.73
2024-09-01,Restaurant,-147.74
2024-01-26,"Online Store, Special",139.16
2024-02-22,Pharmacy,-182.24
2024-05-24,RideShare,340.79
2024-08-18,Streaming Service,-408.79
2024-11-07,Grocery,-37.41
2024-12-02,Fuel,106.31
2024-12-21,Streaming Service,-295.79
2024-12-25,Fuel,-393.3
2024-09-21,Pharmacy,298.83
2024-08-04,Fuel,71.29
2024-07-16,RideShare,235.84
2024-09-23,Online Store,-340.17
2024-02-03,RideShare,219.42
2024-01-15,Gym,36.31
2024-07-10,Online Store,143.62
2024-02-04,Utilities,-172.85
2024-12-27,Coffee Shop,-253.09
2024-05-02,Online Store,93.27
2024-09-17,Coffee Shop,-112.1
2024-12-03,Coffee Shop,405.42
2024-12-24,RideShare,-456.69
2024-12-14,Gym,-232.32
2024-08-05,Pharmacy,104.75
2024-04-16,Grocery,276.37
2024-01-04,Coffee Shop,-159.03
2024-03-21,RideShare,253.95
2024-08-08,Utilities,147.35
2024-05-10,Gym,-129.02
2024-12-29,Grocery,-374.22
2024-09-22,Gym,-73.53
2024-05-02,Grocery,-32.88
2024-04-07,Grocery,64.3
2024-08-29,Coffee Shop,342.37
2024-11-23,RideShare,-276.24
2024-03-26,RideShare,-30.86
2024-02-29,Fuel,1.26
2024-03-12,Gym,232.49
2024-11-30,Streaming Service,-301.58
2024-11-04,"Grocery, Special",407.4
2024-03-15,"Fuel, Special",-358.44
2024-05-22,Coffee Shop,175.14
2024-09-07,Online Store,464.31
2024-06-27,RideShare,191.74
2024-08-16,RideShare,119.04
2024-12-30,Pharmacy,177.86
2024-10-25,RideShare,-135.24
2024-11-08,Pharmacy,-101.24
2024-08-21,Pharmacy,107.26
2024-12-14,Pharmacy,-265.47
2024-05-27,"Restaurant, Special",114.99
2024-07-06,Coffee Shop,324.12
2024-05-24,Coffee Shop,-120.14
2024-12-30,Gym,-41.11
2024-04-12,Coffee Shop,-411.76
2024-02-08,Restaurant,123.77
2024-01-07,"RideShare, Special",193.28
2024-09-01,Online Store,262.26
2024-06-20,RideShare,86.74
2024-02-12,"Gym, Special",202.1
2024-01-23,Fuel,328.8
2024-03-18,"Pharmacy, Special",3.92
2024-03-09,Pharmacy,71.82
2024-04-16,Restaurant,409.74
2024-11-02,RideShare,418.51
2024-04-14,Online Store,7.6
2024-12-31,Online Store,394.43
2024-11-03,Coffee Shop,70.46
2024-08-29,Utilities,-247.85
2024-05-04,Streaming Service,484.95
2024-07-17,Restaurant,-259.93
2024-03-20,Grocery,-408.38
2024-09-10,Coffee Shop,-92.33
2024-07-05,Coffee Shop,-358.01
2024-07-20,Streaming Service,358.31
2024-10-30,Coffee Shop,-1.94
2024-03-06,"Restaurant, Special",310.84
2024-12-18,"Coffee Shop, Special",-108.88
2024-01-26,Fuel,246.28
2024-01-09,Gym,-475.91
2024-06-22,Restaurant,-356.76
2024-02-28,Pharmacy,-297.08
2024-01-30,Online Store,-179.73
2024-08-03,Online Store,212.77
2024-04-12,Grocery,-441.79
2024-01-20,Utilities,320.76
2024-10-28,Online Store,-56.63
2024-02-28,Grocery,-190.28
2024-09-29,Grocery,143.7
2024-04-28,Gym,-221.32
2024-06-20,Streaming Service,100.14
2024-04-02,Utilities,121.64
2024-04-27,Grocery,206.28
2024-11-20,RideShare,-411.48
2024-08-01,Pharmacy,416.19
2024-01-13,Streaming Service,-417.65
2024-03-11,Pharmacy,-151.21
2024-10-19,Restaurant,394.13
2024-05-11,RideShare,371.81
2024-04-22,Fuel,363.16
2024-02-15,Grocery,180.88
2024-04-18,"Online Store, Special",112.87
2024-09-11,Online Store,118.73
2024-05-28,Coffee Shop,84.53
2024-03-04,Restaurant,-77.81
2024-04-29,RideShare,233.45
2024-07-01,Grocery,-396.15
2024-09-05,Pharmacy,366.77
2024-09-17,RideShare,369.73
2024-03-05,Streaming Service,458.19
2024-07-28,Online Store,25.96
2024-12-06,"Gym, Special",228.71
2024-07-22,Coffee Shop,-98.48
2024-10-30,Coffee Shop,-67.74
2024-08-15,Streaming Service,14.88
2024-10-18,Online Store,-102.92
2024-07-21,Gym,50.3
2024-11-24,Utilities,214.13
2024-11-07,Grocery,80.78
2024-05-03,Gym,-393.83
2024-06-14,Gym,-19.73
2024-03-18,Pharmacy,103.26
2024-09-10,Pharmacy,49.04
2024-04-06,Streaming Service,242.05
2024-01-13,"Gym, Special",-427.56
2024-12-29,Restaurant,-59.18
2024-07-17,Gym,82.71
2024-10-19,Fuel,-360.92
2024-06-29,Pharmacy,-407.19
2024-09-29,RideShare,-385.85
2024-06-06,Streaming Service,-443.92
2024-11-29,Gym,-495.64
2024-11-04,Coffee Shop,94.37
2024-11-22,Coffee Shop,-52.79
2024-09-08,Gym,492.42
2024-11-16,Online Store,273.94
2024-10-28,"Online Store, Special",-398.32
2024-03-17,Gym,-436.19
2024-09-16,Pharmacy,-463.87
2024-05-20,Coffee Shop,469.04
2024-07-24,Utilities,495.46
2024-03-23,Online Store,-91.93
2024-04-17,Fuel,-484.32
2024-03-27,"Grocery, Special",452.23
2024-11-23,"Online Store, Special",-363.9
2024-05-13,Coffee Shop,151.21
2024-08-04,Coffee Shop,304.93
2024-08-19,Gym,445.19
2024-11-21,Restaurant,197.29
2024-06-16,RideShare,190.38
2024-11-24,Restaurant,446.04
2024-11-01,Gym,178.29
